x,y,z,scalar_value
66.973648,172.875198,40.276,0
144.95462,67.045547,73.984,0
4.99703,24.985933,31.666,0
301,43,46.899,0
110.940773,46.71949,93.232,0
265.343597,61,48,0
208.999588,128.172607,78,0
203,11.822674,52,0
158.962723,144.82341,100.7746,0
107.260475,254.462433,97.199,0
259,85.091743,88,0
117.350685,24.691776,49.977,0
152.978149,30.896511,37.461,0
74.935181,26.69298,35.537,0
92.933601,102.851616,41.977,0
190.997665,75.429619,53.999,0
62.973682,175.662247,91.991,0
291,394.436981,44,0
161.732391,84.895821,95.992,0
36.314714,180.987427,45.999,0
199.651703,33,62,0
263,137,49.516,0
233,63.780319,100,0
174.995453,24.978455,45.446,0
255,73,71.548,0
64.947838,5.682305,93.982,0
44.682945,10.787788,37.984,0
176.993759,50.970421,44.32,0
114.823143,40.72958,91.98,0
67.226501,182.848236,57.989,0
235,109.873329,62,0
159.246292,239.172104,84.97,0
44.99844,228.992599,45.004,0
122.949837,30.762411,32.959,0
166.985992,54.933689,41.493,0
114.92202,94.083733,71.973,0
195.960464,78.996864,48,0
178.971176,159.651657,69.99,0
267.047089,184.79332,96.552,0
132.932388,129.608025,51.976,0
249,135,51.56,0
289,77,45.33,0
257,225,44.427,0
168.994568,24.974247,30.689,0
195,25.29196,50,0
67.682991,52.702114,47.978,0
47.794552,154.916901,57.994,0
148.977005,12.891059,38.426,0
207,57,98.063,0
269,57,48.846,0
75.766769,174.786667,59.984,0
86.927742,92.657753,77.678,0
74.927948,35.577438,73.975,0
226.999954,208.999817,53.244,0
258.193497,21,42,0
15.303189,68.988026,95.999,0
194.997559,102.988464,47.64,0
190.991623,125.552689,55.997,0
287,79,44.736,0
104.930855,20.903308,79.976,0
132.926521,136.651978,73.304,0
291,121.219902,96,0
90.933815,108.686539,44.11,0
182.997955,40.990292,43.566,0
245,39,108.9489,0
150.954849,102.091759,51.984,0
19.57995,219,80,0
209,49,93,0
31.908413,4.850326,79.989,0
90.986496,364.936035,61.376,0
289,61,47.571,0
104.9366,80.699692,95.446,0
227,61.834259,98,0
4.998671,40.993702,29.81,0
112.677826,50.732414,29.98,0
215,90.105087,46,0
204.998978,122.995087,59.341,0
90.935074,70.692482,91.891,0
235,61.705395,94,0
210.062637,374.825531,59.987,0
92.94371,134.041702,99.98,0
152.980957,16.909842,36.839,0
78.94265,67.550873,93.98,0
134.959534,22.808359,38.383,0
170.924011,333.754272,81.973,0
90.932686,80.681175,89.217,0
113.581795,20.670002,57.976,0
113.778938,40.659615,69.975,0
132.943321,58.731564,52.598,0
64.936131,33.053205,45.978,0
253,17,40.629,0
69.623917,262.91803,71.994,0
164.985428,44.930981,43.122,0
48.954586,11.266634,85.984,0
14.991982,26.962023,29.994,0
93.956947,94.631363,59.973,0
289,347,38.198,0
30.999702,192.998596,45.463,0
122.948395,20.755591,36.62,0
213,13.825441,66,0
162.977768,70.311333,45.992,0
44.950089,16.104549,61.982,0
213,54.884552,104,0
209.834885,11,64,0
100.922012,133.015976,67.973,0
230.999985,110.481354,68,0
142.961136,105.140732,29.986,0
260.623383,143.428314,83.295,0
287.863953,333,34,0
55.808392,218.947083,55.996,0
188.99295,112.966606,49.415,0
255.777496,113,84,0
120.947411,24.7509,34.695,0
122.928688,164.662247,49.194,0
114.078918,34.661144,57.975,0
136.953995,56.782093,40.711,0
92.140747,172.695557,79.977,0
102.931549,88.675804,90.949,0
170.996063,16.981285,32.598,0
229,93,88.607,0
172.990784,54.956379,42.262,0
186.982025,166.133392,51.994,0
60.947411,70.750923,50.246,0
74.827042,40.661491,73.975,0
247,105.975067,88,0
126.948257,42.75494,37.587,0
303,95,51.231,0
11.916584,70.99617,100,0
259,78.877563,48,0
144.964951,48.833984,39.638,0
136.892517,229.38298,60.043,0
192.930481,169.83403,79.247,0
246.788345,75,44,0
159.648041,92.882004,97.991,0
22.992636,96.633499,61.997,0
195,5,44.608,0
32.973831,4.876054,25.167,0
199.180725,51,64,0
221,47.054924,80,0
107.270073,230.633347,81.985,0
67.922688,46.694759,47.977,0
269.714844,157,68,0
164.992661,14.965246,32.859,0
48.990772,166.245499,105.9968,0
88.929947,90.413582,83.975,0
106.921509,92.314529,75.972,0
78.933815,16.686531,86.343,0
172.888107,28.98107,31.999,0
8.248808,71,108,0
189.237839,104.973351,87.998,0
223,49.49004,122,0
233,17.961705,64,0
5,77.764069,112,0
78.933723,32.532991,85.977,0
251,91,95.639,0
279,89.76722,88,0
72.947334,86.750549,37.59,0
80.249756,86.687431,81.977,0
269.887146,125,100,0
126.92485,139.602386,57.974,0
84.943161,54.730789,97.691,0
281,141,50.53,0
247,25,102.9963,0
201,51.657154,58,0
15.151611,72.988205,93.999,0
174.98494,80.928642,66.705,0
289,97,90.411,0
229,71,84.612,0
78.155251,78.710373,87.979,0
84.94693,178.748642,56.319,0
174.936661,301.28183,97.978,0
160.715302,162.766541,57.983,0
159.90152,82.854546,77.989,0
303,63,47.786,0
66.929554,27.633652,59.975,0
60.975525,164.117111,43.991,0
196.956985,299.449249,81.985,0
110.944191,36.735678,94.807,0
62.940807,20.719644,83.174,0
102.931908,116.67749,42.302,0
249,141,53.436,0
72.937668,14.704791,87.871,0
198.999619,80.998161,76.633,0
122.944473,86.737,98,0
196.953384,343.631226,61.984,0
134.959,28.805824,37.389,0
206.979279,296.901855,50.295,0
10.998244,58.991684,28.918,0
150.971115,48.863178,40.67,0
168.986191,66.934563,40.246,0
221,167,99.292,0
239.157501,21,54,0
170.965759,156.837753,88.889,0
200.733734,23,64,0
71.751419,48.670521,53.976,0
62.678474,22.687519,69.977,0
143.593445,231.407074,84.53,0
72.946556,106.746887,45.547,0
182.998566,32.993195,42.736,0
271,59,66.661,0
65.967422,24.670351,65.976,0
133.311417,60.741112,79.981,0
293,169.948898,74,0
227,183.468811,56,0
249,97,97.925,0
158.920975,391.328125,83.972,0
213.783173,49,118,0
226.99791,183.962143,66.018,0
88.480095,32.731829,97.98,0
154.060303,80.848083,89.989,0
70.353477,72.713234,79.979,0
236.990295,354.954041,103.199,0
213,83,88.674,0
182.991638,82.172073,65.997,0
186.971359,222.864304,51.407,0
219.004654,138.233704,96.006,0
28.999542,166.997833,36.166,0
129.05899,94.694824,83.977,0
97.870522,14.644352,73.974,0
32.912804,88.922272,51.994,0
297,177,41.397,0
78.938492,128.708679,70.61,0
200.999649,88.141052,60,0
180.99736,37.693314,43.999,0
160.302795,28.930897,37.995,0
218.197586,178.133209,90.502,0
59,373,59.664,0
245,142.906601,60,0
44.957493,11.96831,83.985,0
97.582802,10.651433,75.974,0
178.358551,84.947319,49.996,0
217.172653,113,44,0
248.633652,184.076172,89.271,0
112.683357,20.665924,61.975,0
162.990417,24.954655,31.247,0
118.965302,380.835663,55.982,0
170.993805,31.963326,35.998,0
152.940765,163.763855,81.979,0
263,305,52.042,0
106.103966,10.652973,53.974,0
45.048084,138.914307,79.994,0
233,59.462444,112,0
32.997751,186.989349,73.81,0
108.951332,280.769501,52.601,0
167.132492,84.891083,77.992,0
263,13,44.4,0
174.990891,85.603462,99.997,0
30.999992,208.999969,99.397,0
208.109695,91,76,0
259,65,91.257,0
78.933052,28.68292,85.316,0
273,19,44.634,0
10.996099,63.662838,71.999,0
112.034508,46.651203,53.974,0
8.994656,12.97469,26.035,0
287,222.999985,53.161,0
82.956657,176.794693,43.016,0
237,59,74.268,0
128.953842,22.781368,37.076,0
273.419983,161,64,0
213,16.550066,74,0
68.999462,366.997437,58.95,0
275,132.267204,52,0
209,31.60508,104,0
104.767395,132.628716,75.972,0
277,84.362686,66,0
80.107872,46.731148,95.98,0
21,237,43.753,0
293,157,49.459,0
15.812844,80.987091,89.999,0
150.888702,336.041229,80.017,0
4.999943,96.999725,71.006,0
199.314728,17,50,0
58.973011,163.794754,55.991,0
18.79446,80.973114,79.998,0
32.963322,5.573722,47.987,0
217,8.193315,56,0
297,10.444559,44,0
37,243.000015,43.231,0
289,328.348206,46,0
245,75.462402,72,0
130.955879,28.791012,35.649,0
188.845718,60.989662,57.999,0
70.997971,344.990387,53.209,0
23,195,36.142,0
122.951561,66.770596,100.9195,0
158.945755,165.568298,65.981,0
112.938911,174.982529,39.979,0
119.743912,50.727097,35.98,0
271,9,45.535,0
170.99675,6.984525,33.923,0
239.234665,170.026993,97.36,0
206.710571,51,94,0
10.998324,62.992062,30.769,0
195.137772,46.999901,52,0
221,125,51.694,0
276.635193,51,58,0
213,90.175171,58,0
243,61.809494,96,0
261,40.504742,62,0
182.996338,88.361259,103.9987,0
263.002014,154.34053,69.999,0
203,50.657051,80,0
275,107,102.669,0
48.99472,180.974991,112.9572,0
42.96701,40.843758,34.947,0
217,15.155166,72,0
252.443634,111.000008,80,0
106.922783,130.634277,80.67,0
94.928329,14.660553,80.669,0
225,109.894524,66,0
163.573608,18.959309,31.997,0
139.097458,154.663376,77.975,0
84.941078,64.720913,95.696,0
279,196.263977,60,0
112.386902,38.652424,65.974,0
273,41,40.755,0
144.954437,63.725559,67.984,0
58.956135,66.792248,36.63,0
205.000015,91,41.054,0
6.270326,91,102,0
199,51.476734,84,0
118.942856,48.729343,90.716,0
303,121,48.244,0
277,75,43.551,0
16.999999,153,40.156,0
188.785645,161.647675,96.117,0
124.936523,51.87394,73.978,0
70.946175,116.469009,55.981,0
98.923851,90.601891,79.973,0
118.924347,304.498962,62.1,0
64.954556,82.78476,36.439,0
48.977047,106.891281,36.549,0
42.967014,32.843769,31.459,0
180.993149,82.967567,40.432,0
243,107.220421,72,0
80.697968,170.749268,77.981,0
59.45953,32.750463,35.981,0
193.02504,100.980415,75.999,0
281.522827,225,52,0
159.64859,72.85997,71.99,0
219.730042,386.869629,57.99,0
14.990163,10.95341,26.925,0
267,31,41.786,0
130.933365,96.68441,77.224,0
281,151,51.038,0
259,67.000004,84.313,0
138.958435,74.803162,96.591,0
162.385666,38.926018,41.995,0
88.928505,6.661393,81.199,0
297,194.5,96,0
108.944023,62.734867,99.537,0
72.941551,87.628998,45.979,0
230.999985,65,69.23,0
158.65036,36.913708,39.994,0
230.999985,99.948868,86,0
21,200.25882,68,0
78.941231,42.721642,93.616,0
222.997681,234.989044,56.723,0
82.943176,58.730873,96.943,0
40.050068,228.995041,92,0
45.962551,16.760263,53.982,0
82.954491,154.784439,101.0194,0
222.726196,109,66,0
14.995259,67.236053,81.998,0
171.18248,228.544785,54.048,0
26.979435,8.902596,27.125,0
279,13,46.692,0
162.930359,268.670227,91.092,0
206.995026,184.976456,52.803,0
68.941856,40.724613,35.278,0
243,49,121.3143,0
20.302238,205,58,0
195,11,45.149,0
293,92.083107,54,0
73.412056,56.665081,63.975,0
251,41,92.432,0
118.937012,51.175579,41.978,0
108.961296,362.816681,84.368,0
74.451408,84.692322,73.977,0
80.942665,64.728432,95.328,0
60.955288,72.788223,37.23,0
63.2234,66.748978,43.981,0
232.696884,177.295532,93.747,0
263,111.000008,98.33,0
239.965927,27,62,0
277,184.755493,50,0
213.00766,130.589119,84.011,0
138.956406,56.793495,40.31,0
124.942276,50.726601,84.384,0
257,15,42.664,0
150.936172,167.519363,73.978,0
270.239532,87,90,0
157.439651,106.827538,87.987,0
158.987778,14.942078,34.091,0
34.962631,8.823008,45.16,0
263,192.355759,50,0
138.420853,60.752117,69.982,0
124.937172,178.702438,40.991,0
102.927895,134.15625,49.975,0
57,367,58.386,0
281,31,44.448,0
289,323,48.996,0
250.1754,113,74,0
12.323735,64.977261,61.998,0
184.979813,170.904358,49.968,0
196.995453,150.978561,103.089,0
166.959442,154.807892,59.372,0
221,47.514584,78,0
15,391,68.828,0
180.961853,234.819351,52.494,0
24.002151,90.957176,65.997,0
119.543533,40.696754,77.978,0
260.587769,53,76,0
126.952255,24.388186,35.983,0
30.978867,24.899902,28.274,0
184.995224,108.977409,105.753,0
243,69,70.916,0
213,28.059078,106,0
229,83,89.654,0
138.961044,38.815506,38.174,0
161.955872,162.764771,63.983,0
127.147232,64.772781,97.983,0
88.946373,133.792557,99.981,0
90.002342,22.703276,91.978,0
48.959972,38.810421,35.123,0
70.169014,38.691784,79.977,0
122.382622,122.630165,67.973,0
194.53833,33,44,0
136.946915,54.748554,64.921,0
134.922318,229.457886,53.989,0
188.996841,88.985016,41.47,0
159.660278,86.87384,91.991,0
180.992035,86.962296,43.137,0
165.386505,218.292664,52.414,0
74.336685,184.849579,41.989,0
196.232895,80.998047,42,0
184.946716,287.522827,71.981,0
42.95293,15.726624,65.983,0
100.494293,340.851288,67.989,0
142.942276,103.746552,71.98,0
134.961685,8.81856,39.524,0
44.957237,10.384541,33.985,0
152.963943,107.451645,37.987,0
230.999985,47,123.4589,0
162.974182,84.401451,83.991,0
15,171,36.942,0
215,53,114.7765,0
279,7,46.983,0
106.944702,34.738077,96.768,0
58.955109,62.787384,36.579,0
140.937073,218.70195,45.658,0
76.938545,43.896736,33.978,0
31.517416,180.991943,55.999,0
36.989668,112.951065,34.93,0
146.959991,94.810501,37.756,0
146.955582,93.411331,87.984,0
60.982079,176.915131,37.096,0
277,103,99.247,0
76.893417,186.806854,89.986,0
210.981018,358.910126,39.671,0
182.923615,400.638184,95.366,0
211,89.321014,52,0
271,235,45.215,0
5,83,109.0189,0
128.933189,188.643753,45.977,0
206.05397,51,96,0
225,155,100.9864,0
144.51944,60.784409,63.984,0
114.936157,173.004593,41.978,0
44.97287,70.871506,34.884,0
180.966766,208.845871,51.593,0
40.96133,8.816841,84.121,0
247,265,73.215,0
64.963699,163.495483,71.987,0
289,53,46.089,0
251,317,54.221,0
285,131.861908,82,0
110.941696,42.723869,93.44,0
25,241,41.363,0
233,87,91.237,0
44.996361,227.153198,83.999,0
182.235001,52.983707,43.999,0
123.929123,158.667038,47.975,0
203,21,68.983,0
238.155502,183.090851,85.703,0
32.976305,20.887774,27.669,0
8.314024,62.993259,88,0
241,29,89.243,0
70.927582,33.662645,57.975,0
281,51,44.278,0
116.954727,374.785583,82.114,0
301,83,47.777,0
140.643311,229.380066,84.768,0
24.988083,54.943562,34.792,0
56.938374,21.842258,65.978,0
38.995201,178.977264,91.515,0
31.239079,80.918976,55.994,0
227,41,122.69,0
50.956085,20.79201,30.988,0
182.999359,22.996969,38.436,0
195,43,42.426,0
224.562973,49,78,0
10.032389,66.98568,51.999,0
46.983456,154.164856,55.994,0
233,22.610188,114,0
262.162628,41,44,0
242.562943,180.728516,91.056,0
215.469086,103,66,0
134.948395,92.755562,94.275,0
49.398338,18.741725,61.981,0
122.948479,80.755989,100.7427,0
239.000015,39,77.363,0
275,55,42.867,0
38.96249,4.822332,33.382,0
86.934601,86.690262,89.033,0
24.989349,74.949554,44.452,0
275,83.696823,72,0
50.947113,13.935644,41.981,0
285,191,51.551,0
92.96859,297.591614,59.989,0
108.937103,48.702084,34.629,0
263,31,41.884,0
172.08429,20.976145,39.998,0
255,33.690351,54,0
144.942368,161.07962,45.98,0
31.120642,395,66,0
116.936119,26.697433,45.839,0
132.9319,110.677452,58.53,0
273,128.012947,88,0
130.943481,110.851746,37.98,0
200.999985,82.119797,88,0
218.171463,21,94,0
16.991492,32.959709,30.371,0
74.944176,64.735607,92.964,0
171.603165,342.633545,75.975,0
86.944435,46.736839,99.233,0
10.997209,67.476967,43.999,0
187.592941,162.911346,59.993,0
234.999283,151.052505,97.206,0
25.002533,100.963913,53.997,0
275,81,43.441,0
201,52.77256,94,0
291,47,46.161,0
275.045258,57,64,0
209.50444,177.339844,74.067,0
230.999985,19.18107,108,0
170.987671,90.941559,101.9119,0
281,88.172905,78,0
134.940643,120.718887,43.66,0
40.976242,66.88747,34.278,0
180.960388,214.840469,52.676,0
74.958809,137.619232,99.986,0
289,391,45.152,0
102.926529,179.061356,69.974,0
32.983028,82.919624,47.933,0
112.931526,126.675667,42.829,0
255,11,43.354,0
182.997375,46.987564,44.674,0
139.884781,156.660934,73.975,0
46.948219,17.381597,63.982,0
102.945976,28.744137,98.416,0
261.932098,347,54,0
69.827927,58.717342,83.979,0
56.950588,36.311802,35.983,0
170.995987,18.962861,31.999,0
301.845459,117,86,0
291,37,45.786,0
94.933006,176.682709,76.545,0
78.933792,20.686411,86.295,0
188.420898,160.148438,88.337,0
142.950989,94.627708,87.983,0
259,185.752609,40,0
276.321686,51,54,0
28.987309,92.939896,58.491,0
237,74.006645,72,0
240.999542,308.997864,49.217,0
247,16.082961,40,0
74.997314,362.987305,58.887,0
74.997543,366.988342,60.196,0
295,400.196259,40,0
152.967529,70.004456,43.989,0
219,107,66.359,0
162.969025,120.853363,94.102,0
24.985909,40.933258,32.862,0
100.935707,134.769867,95.977,0
196.982834,216.918793,51.242,0
154.955276,152.788147,98.914,0
71.546227,36.6924,81.977,0
103.523796,8.643465,57.974,0
94.973289,342.873505,87.165,0
168.978745,80.89933,67.003,0
106.946259,26.745462,96.919,0
192.998825,82.994408,41.018,0
28.997416,140.987762,39.07,0
182.999634,16.998271,37.243,0
144.958054,90.928879,93.985,0
192.994263,142.972824,102.8024,0
275,83.997345,74,0
69.739548,44.681232,49.976,0
259.530167,69,90,0
241.964996,29,60,0
149.486404,162.701157,79.978,0
249,33.320284,46,0
179.290253,154.884232,53.991,0
59.996773,214.923798,89.994,0
273,68.096584,62,0
92.940125,52.716393,96.596,0
119.549385,32.730106,85.98,0
52.943157,23.867319,53.98,0
291,175,90.945,0
111.341141,48.641521,63.973,0
176.974274,150.878189,89.276,0
243,35,72.215,0
148.951599,108.770775,50.933,0
245,46.202068,78,0
146.962677,71.797119,89.987,0
92.945091,36.739948,99.932,0
115.935608,42.678135,47.976,0
216.997818,210.98967,50.332,0
60.969994,166.32103,61.989,0
230.999985,107.122612,58,0
182.99501,84.564987,95.998,0
201.595016,11,48,0
38.991318,136.958893,38.579,0
222.669235,59,110,0
167.134918,234.596954,47.317,0
40.985989,110.933655,35.16,0
139.812866,158.709778,45.978,0
154.941742,165.272766,63.98,0
269,61,51.23,0
92.956573,266.794312,84.464,0
233,105.812271,78,0
4.998605,60.377483,76,0
230.999985,15.579413,58,0
185.229523,68.976509,63.998,0
196.87738,167.161865,89.284,0
184.997864,50.989872,44.833,0
285,103.546387,98,0
122.863686,235.966309,90.1,0
114.944901,56.739014,97.088,0
301.891388,187,42,0
21.992626,90.964561,67.997,0
229,7,49.224,0
240.966965,25,90,0
166.986496,48.936039,43.344,0
143.580215,94.751534,79.982,0
287,202.236038,78,0
92.935898,126.696396,44.13,0
52.992249,226.963318,92.133,0
130.940819,94.719696,89.507,0
200.291412,41,58,0
100.925224,5.697596,49.974,0
234.740036,77,80,0
277,51,42.482,0
114.940262,20.717075,37.897,0
64.978249,172.511856,105.9924,0
82.98143,306.912048,60.629,0
56.944443,20.736859,80.637,0
267,89,94.265,0
134.952484,88.774986,97.902,0
86.949295,162.2603,97.982,0
6.999947,107.146065,60,0
158.264771,88.869469,93.99,0
72.440132,44.662079,55.975,0
144.971085,20.863035,38.448,0
50.626667,26.797451,31.985,0
178.994003,88.971497,103.3041,0
239.000015,29,116.3347,0
174.987274,82.236153,85.996,0
247,58.126087,100,0
237,67.000004,68.926,0
192.995407,122.978256,95.573,0
80.42009,26.688957,33.977,0
192.925125,78.989738,67.999,0
70.989494,270.950256,45.764,0
188.99762,80.988716,40.512,0
42.96645,24.841091,29.139,0
117.026138,243.884109,96.584,0
4.999342,60.727524,88,0
242.126114,17,44,0
243,29.748295,62,0
303,143,46.155,0
176.26947,98.956894,103.9968,0
128.932709,101.246628,51.976,0
73.968048,52.660755,65.975,0
6.997144,34.986471,31.974,0
194.978821,226.899719,51.901,0
270.114288,77,60,0
34.964157,9.694142,75.987,0
72.943413,4.731968,93.705,0
219,59.654606,94,0
38.963604,4.827615,85.455,0
104.932579,10.115588,39.976,0
58.936886,26.756184,57.978,0
68.950695,130.447853,73.983,0
130.951103,59.898403,91.983,0
122.528992,46.713547,81.979,0
261,11,44.418,0
144.958771,69.63179,85.986,0
160.971375,73.544823,63.99,0
111.616722,42.646393,59.974,0
154.940567,167.493179,75.979,0
244.996719,392.490082,45.999,0
243.266052,155.759064,98.127,0
170.990158,44.953285,45.037,0
19,387,65.22,0
148.885956,254.22496,89.455,0
197.895355,171.634872,85.873,0
182.965576,246.836945,46.841,0
213,59,99.378,0
213,130.667473,88,0
224.35318,57,118,0
74.694992,46.661289,71.975,0
201,67.000004,95.668,0
85.685471,32.712807,93.979,0
165.343857,231.639938,50.533,0
300.619019,307,48,0
185.915253,92.968742,49.998,0
216.960663,380.921051,83.986,0
72.935524,40.694603,39.724,0
44.996773,206.984695,103.5275,0
96.756111,70.696526,93.977,0
11,179,37.063,0
4.999856,55.169338,100,0
174.992218,54.963131,42.467,0
220.993958,250.97139,66.423,0
112.56279,24.664213,65.975,0
152.95903,124.805984,96.669,0
136.946884,62.748451,75.494,0
119.907547,368.761627,89.982,0
46.991219,178.510025,43.997,0
210.996826,192.984985,49.375,0
98.933235,130.683777,44.414,0
289,87,45.478,0
279,166.226715,48,0
78.989571,330.950592,62.596,0
101.582413,342.839996,73.988,0
273,135.112457,70,0
142.969299,16.854606,39.213,0
295,91.492157,64,0
207,51.787239,84,0
113.529694,28.676178,73.976,0
54.982239,163.707016,41.994,0
100.940552,66.718479,98.171,0
9,158.362488,40,0
302.597809,95,54,0
18.992836,70.651886,45.997,0
250.600281,51,100,0
115.314659,50.662804,51.975,0
68.932404,35.665661,47.976,0
275.084412,57,54,0
61.931973,180.870499,61.99,0
144.973495,6.874454,39.368,0
257,139,50.504,0
194.999847,53.258774,56,0
229,70.335228,80,0
237,105.042969,80,0
168.989578,38.950634,44.453,0
95.692734,58.710293,95.979,0
44.959244,4.806964,88.2,0
47.937283,14.802118,29.985,0
72.939041,43.37484,35.979,0
118.948051,78.799355,101.9818,0
271,381,46.608,0
143.16925,231.468903,61.514,0
237,25,114.8986,0
52.400265,108.87365,37.991,0
156.441833,227.185501,69.404,0
73.391174,90.697937,69.978,0
238.470825,181.601151,91.931,0
265,7,44.741,0
104.411072,92.642097,81.973,0
263,73,54.713,0
102.92556,19.139957,71.974,0
255,119.288002,70,0
140.939468,159.308319,45.979,0
251.685654,35,102,0
205.000015,48.59446,70,0
144.970291,24.859297,38.439,0
127.68766,136.636429,65.973,0
72.932335,36.679522,43.222,0
249,41,70.921,0
96.938835,64.7103,96.424,0
150.956314,146.793106,102.882,0
193.370911,190.925995,49.995,0
301,383,43.595,0
267.970551,57,68,0
33.863365,84.925491,41.994,0
8.999995,113.306198,46,0
230.999985,110.162628,70,0
124.902901,228.912491,60.02,0
285,125,97.383,0
114.941948,46.725048,92.167,0
69.814819,90.713745,63.979,0
76.996315,358.982544,56.605,0
96.960609,156.813431,116.7407,0
182.428558,160.904465,47.993,0
94.924927,91.352005,79.974,0
80.935799,121.71701,59.977,0
182.964096,238.829971,51.169,0
51.487995,22.739241,51.981,0
